YES, no problem remembering all those quirks can be a real bitch
NO,thewavee the giants are trashtheir time is over
YES, come over hoe
YES, perfect smoking weather haha bro i aint even in my hood yet and i already got hoes trying to say was up from other towns
YES, that hoe on some other shit bro  and x better rn that a nigga high
NO,hesq well diy bird could be just a middle finger since its the phallic giving the bird not necessarily a wobblewibbler
YES,hunninck all bitches eh hahah
YES, i just cant stand how people get all fucking amped about it especially whiny bitches that even get scared at it
NO, kendrick is not better than papoose or drake
YES, nigga fuck you some plano schools go hard then a bitch way better than richardson
NO, mixtape sell sole got some bangers
YES, i was lucky to be sensible and ive never had a fag or a drug im pleased about that statistic yes i have a beer but thats all
NO,ix cant even spell right you have the brain of an ape
YES,   another black man what does that have to do with anything once a monkey always a monkey chicago idiot
YES, idk  i gotta think about it cause them bitches small as shit
YES, that ugly ass picture and thanks bitch
YES, she might be the one dont be a bitch
YES,  i couldnt care less about these bitches
YES, the fck dem bitches always got sum shit wit them
YES,fresh  pussy amp purp
YES, hey bitch if your gonna talk shit tag me and quit being such a bitch how did i fuck up the car cause it wont hold air dumbass
YES, id hate feeling like a faggot too punk ass hoe
YES, how about you wash my butthole out with your tongue you little faggot
YES, shut your mouth you little fuckin bitch
YES, you diy little bitch
YES, whatever fuck all those assholes theyre niggers they all look alike to me
YES, those little isis faggots usually have bags over their heads anyway 
YES, lol tell dat white bitch i said hey
YES, lovee   luu pilar im coming bitches
YES,lipstho u knw me homie show the bitches no love
NO,   mcrib buns contain a chemical azodicarbonamide which is also used to make yoga mats amp soles of shoes
YES,kirchner mills fags
YES, ur moms pussy died a slow death so well have good company virgin
YES,  purple amp pinkfor the faggots who want to be protectedby the police instead of bearing arms if need be
YES, bitches be like it means something to me
YES,  gotta be atleast  to call me a bitch lol
YES, fag
YES,   shut up fag
NO, ironic that hes a trashcan because he holds trash everytime you two cuddle burn
YES, lol that nigga a real retard
YES, shes a bad bitch
YES, did you smile like a retard when you were a kid it took me till like th grade before i learned how to naturally smile
YES,   idgaf man fuck them hoes  they nice to look at but they aint for me
NO, ill show up and chug a beer or 
YES, she the only bitch that stayed loyal  she a keeper bro
YES,  bitch what 
YES, lmaooo  black fag why did i misread that im blocking you
YES, thanks little fag 
YES, lmao yesterday  them hoes was cute af lol
YES, keeping these hoes happy
YES, bitch ass
NO, dont yell at me i love both of the evolutionary lines  despises the trash buddies
YES, the soul has depaed from the traintheres no more soul in musicjust hunger for bitchesmoney and fame
YES, made dude quit being a hyposhitical bitch you ran downstairs cryingbegging me not to tell anyone
YES, lmaoo my phone autocorrect like a bitch
YES, he loves juggling it all around it he loves the fast life im sure hes already grinded on amcon hoes as well
NO,  hoe hoe hoe merry christmas
YES, obama is a bitch his speech was pure politics for mid terms only way we destroy isis is with troops on the ground
YES,  hey now dont diss my basketball hoe
YES,  awww dis sellout nigguh still talking
NO, god awful and that dude is dorian  eggplant black
YES, man both them get around a lot bunch of hoes
YES, whoa calling me a cunt
YES, this like a retarded wutang clan
YES, at my club ho 
YES,  yasss bitch yassss you deserve it drake voice 
NO,   ha booner has that twitter boone ha
YES, beans u beaner
YES, you wouldnt know fag
NO, 
YES, lmao ive always wanted to skibust my ass or not im innat hoe fit and all
YES, oh nab def not that easy you may not know nor believe this but im legendary for curving pussy lol guilty pleasure
NO,  u both sorry to give racist  a platform w his trash language dana ur intvw was below kindergaen level
YES,  an enraged   lb mike brown lethal weapon on legshis hatred  the police amp whitey added fuel  his arsenal
YES, lol shid who got one boy my ass lonely as a bitch you cuffed up aint ya
YES,pollo  wassup pussy
YES, lmfao putting on for twitter i see fat bitch
YES, just watch bitch nigga u gonna want the whole team dead
YES, hey you bitch you should get the  on your show theyd be perfect for it im kidding about the bitch pa
YES, hahahhaha he had mad bitches 
YES, my apologies oh wait its my fucking bihday bitch 
YES, what are you doing tonight pussy
YES, 
YES, rotten 
YES, thank you for the lyrics these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick
YES, wrong maybe you been dealing with pussies but i dont put up with that crap if i f up telling me i f up keep it real
YES,day bitch
YES,day nig nog
YES,thinks lol lil bitch
YES,thinks that damn coach aint never called back bitch ass
YES, bitch hallon
YES, i know right so much retard
YES,  i just learned how many retards you can find when you search trending topics
YES, thats not bias its an objective fact that philly fans are cunts
YES,lexis yasssss bitch yasssss 
YES, its gonna bring it down though unless its turning into a welt already like a bubble wit pussy gotta pop it an itll be gone
YES,  slide up on a bad bitchdat bitch look good
NO,  boy u look like big bird off of sesame street
YES, bitch i dont even look like that keep talking and we going to fight
YES, bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy
YES, bitch your unknown u dont have a mixtape and you damn sure cant rap u couldnt rap if your life depend on it
YES, naw u keep it  fake get yo lame ass on somwhere wigga hell no get on somwhere
YES, oh hell no u have no swag whats so ever not even a little bit with dem cheap ass pugs and why so have a rag on bitch u not black
YES, yea thats what i thought pussy boy u r a fucking thot
YES,fope thats a win right there any nigga who doesnt paake in that is a faggot even if they dont smoke
YES,   she sucksbitch cant even pretend dance
YES, should be lol lil bitch
YES, youre welcome i miss you too nig nog
NO, should be going to free birds anyways
NO, next update would be amazin if two celebrations were added  shi off  well take the yellow and  the rko
YES,guamo  im assuming it would look something like a bitch slap and a dickpunch
YES, you do got alla da hoes
YES,hatesash that bitch wants everybody out though thats the same shit she did to me at one point
YES, dont fail bitch
YES,  that bitch hit the chick when she wont looking that shit weak af
YES, huh i been with verizon for  years bitch
YES, text me we dont noisy hoes watching
YES,   nigga you done bumped yo head li nings fire but kobe  elite golds are trash 
NO, i wouldnt share a wave with those trash cans
YES, that was real nicca shit tho lol
YES,sandman you mean bitch ass pussy
YES,    mine pussy
YES,hayden lol yeah bro good choice but bitches do love foreign whips so its a personal decision
YES,sativa pussy
YES,    you aint  feet under its not over pussy
YES, clark  your a bitch if you hit a girl
YES, clark ryann      you a bitch edgar
YES, your a punk pussy ass bitch dude you dont have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch
NO,donttouchme  leeandrea thats ghetto
YES, damn bitches on a niggas mind haha
NO,grillo off to the east of your current location on an eastfacing slope dry side of a dry place
YES, youre bitch
YES,eleygo  movies dont matter as long as you do coon shit with coons youre a nigga
YES, bra im bout to blaze this bitch
YES, amp  are bitches
YES, we doing it lizard unless you skype us bitches
YES, bitch
YES,notpresly i gt android dmt kno whats in that box my nig
YES,  haha she a stupid hoe
NO,  anyone bring in a monkey
NO, hit the clam chowdehanks for the wishes and the card
YES, cocky sons of bitches
YES, willian up in that hoe 
YES, aww man we had a ball small lil affair set that bitch out
YES, sounds like a good idea but i want my word to be spread jews niggers and commies alike
NO,   we have a project that could lead into a military program but requires a full op mock up for testing
NO, your a greaser
YES, bitch i work  hours a day to protect your freedom fuck you alwaysonwatch globalforceforgood
YES, bitch im done with school
YES, faggot
YES,mariners  point that sasquatch bitch out
YES,mariners peters ruger   this hoe wasnt loyal 
YES, im  slay bitch im wearin bandos armor cause im so rich i got my slayer helm and my whip droppies
YES,  you both sure do you want to give a free pass to every border jumper in this country you two are whats wrong here
YES,miro bitch please 
YES, triggaplease   shayisdabomb  because shes a nigger
YES, triggaplease   shayisdabomb  they can see this dumbass nigger
YES, what are you doing bitch
YES,  you have a redneck attitude the same people that think benghazzi is real think fox fake nws is real your one
NO,pgrant i can only hope charlie strong utcoach
YES,white hemsley really thats why we got side hoes 
YES, y am i not surprised ugly mike boogie has to buy pussy
NO, i read a black man tweet hot sauce is trash amp watermelon is overrated i cant deal
YES, shut up bitch and focus on that l tomar
NO, lol true i just want fried oreos
NO, birds of a feather flock together 
NO,  as long as its not one of those special brownies right
YES, you want my pussy so bad
YES, speak english prude ass white bitch
YES, thirsty basic ass bitch
NO, pepe because his defending was outstanding his tackles were accurate nd he did hos job perfectly in both legs
YES, yooo i was thinking bout that the other day lol you only really speaking of one person my niggah
YES, ok u hav gun i love you and you are my superior at fighting games and you probably get more bitches too peace 
NO, wvyy haze  this is gobbledy gook to me because i dont have the game
YES, aoas you write back bitch lol
YES, bitch lol
YES, no bitch lol im not about that life anymore
NO, i need some red green amp yellow pants amp helly shis express
YES,nizam khaye i cant see your freakin emojis im a basic bitch today
YES, dude tell me why thats so true my mom has this friends from texas trying to hype redskin football and shit
YES, becuz no man should celebrate his bday at a drreams faggot
YES,  nice account faggot
YES,mee pussy
NO, well ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so 
YES,   who can vouch for ya pussy tho k
NO, have u spent significant time in any ghetto or witnessed the years of terrorism committed by police in the black community
YES, what an unfounate clothing choice hoes with the crooked belly ring completes the dumb trash motif perfectly
YES, yall niccas bout to blow fool lol cant wait for the world to see this detroit shit nicca
YES, quit being a pussy
YES, ja zo denkt ieder wel t zijne over zaken he amp je mag mij noemen hoe je wilt ben namelijk erg voor vrijheid van meningsuiting
NO,  khan has been facing nothing but trash since his l to garcia
YES, bitch dont even think about playin wit me
YES,  hoe dont make me put up screenshots of your texts to me hoe
YES,  shut up fuckin beaner
YES, just be a hoe then
YES,   im destroying this bitch dawg
YES,dv   i also like how im called the hoe when ive been saying stop
YES,dv  pussy ass bitch
YES,dv dont be a bitch smh
NO,   go back to mutt rev i style of course that would necessitate running over a dog and adopting it
YES, thats what i call a crash dummy hoe
YES, pom poms you make that shit yeahhhh
NO, the wasp of angry legend beat it into a squishy pulp
YES, jus wanted to let yll know hope the hurricane kills your soca sunday trash lordwillin
YES, lol you tell that bitch
NO, boy i had no idea that was coming its called a smaphone youre horrible at trash talk
YES, major lmfaoooo if that bitch didnt change his  so much i could find more
NO, marshall law whatever you coon
YES, bitch stop hatin cause they aint make em in toddler size you should be happy they make em in gs now
YES, ew queer white thirsty bitch
YES, fugly queer white trash
YES, omg gtfo white faggot
YES, ugly white bitch
YES, dont be a bitch man up lol 
YES,  that is great dumb crybaby pussy
YES, damn he was my bitch for eddie johnson teams last year
YES, lol always with the complaining and crying just like when jeezy broke up with you cause your a moaning old bitch
YES, ratchet looking nigger
YES, you understand you look like a real life dyke right like you look like a wnba dyke bro a spos bra amp bball shos wearing dyke
YES, lmsoooo dawg i aint got no bitches mane i low key got a chick but i cant say it on twitter you know how these wolves is
YES, nigga look my size plus it get hit in the ass an look like its been fighting all its life ill sneak dat bitch an run
YES, shoot that nigger bitch in the knees
YES, yes now get off twitter you lame negros should have never learned how to use the internet
NO,iam i seen sum of it but im tryin see lox n mook
YES, hahahaha youza fuck wigger
NO, trash
YES,      aids fuck smdh u punk bitch
YES, ahh i see im still a rook about the knowledge of the hoe but im progressing
YES, youre a little bitch x
YES, leave you beaner retard
YES, i aint light skin nigga im even colored lmao
YES, nigga i talk shit period this aint nun new white bitch we go threw this every damn day 
YES, u a bitch in niggas clothing shut yo ass up 
YES,shawnfulf peckerwood
NO, hes a greaser
NO, for the record nohomo but dont care who is unless i gotta see it same with every sexuality even birds dogs what not
YES,  
YES, i was bout to smack a bitch
YES, bro this bitch really stood there and was like you gonna give me my penny
YES, exception for gilda radner that bitch was funny
YES,   youre still a bitch
YES, them stop being a bitch and do it
YES, remember  can be a bitch stop to drink if you get stalled wib advice
YES, ur one to talk bitch
YES,  yeah its fuck that jigsawfaced bitch everyday b
YES, thanks dumb bitch
YES, you were there bitch lol
YES, youre being a bitch lol but naa serio wassuo
NO,  just said uswas full of nicegivingsma ppli thought we were meanunexceptionalbitter clingersevolved
NO, thats true in some ways gaming is very broad now a days tho everyone is a gamer with candy crush and angry birds
NO,  oh wait can i get that photo of me playin with creeds side project by itself my bad yeah fob is embarrassing
YES, i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans
YES,anderson lol its gonna be so fun got two niglets on the way
YES,babyrachi niccas dnt kno bout da a of finessin
NO,  and a prime leija would trash most of these  dudes today
YES,   luu pilar lovee whatever gabby you hoe
YES,  gabby why are you so ghetto
YES, i am always there bitch
YES, nigra in da back
NO, those nudes were trash 
YES, heyyyyyyyyyyy fag boy am i gonna watch you play
YES, says the old man  i hope you can survive another  years you silly jigga boo monkey
YES, lol that pussy got rich niggas losing their minds too got drizzy amp breezy beefd out that puss is the devils playground
YES, you out yo mind rose colder than kim amp way more down to eah kanye bitch give him more problems than wizs does
NO,larue 
YES,emcraig i hear ya hoe
YES,emcraig i was sleep hoe where you at
YES,emcraig funky hoe you gone solo
YES,emcraig lol i will be there in the morning hoe
YES,emcraig naw hoe let me see if you got keisha
YES,emcraig you owe two hoe i dont wanna hear shit when i hyu
YES, ffffffffffffuck baratheon rebellions are a bitch
YES, bitch what happen to comin thru
YES, first off who you calling a hoe  dont make me go sharkeisha ok you boo boo
YES, oh you sneaky son of a bitch you
YES,   babe its the thought that countsbitch you a thot
YES, all i did was bitch about jessie still love you anyway
YES, 
YES, 
NO,   
YES,  
YES,  
YES, dese bitches n my shot nigga
YES, i wont ima come piss in yours bitch
YES, lol nahh bitch dont put yo life on me ole cant drink water after  ass nigga pissinindabedassboy
YES, no it ainn bitch
YES, shut up bitch
YES, we dont love this hoes
NO, u want me to make u one of my ghetto nunchucks they come in singles and doubleended
NO, dont get that bacon stuffed crust tho its trash
YES, hoe dont tweet me
YES, moon tonydennis     basic bitch comeback expected
YES, brooooo i miss you bitch
YES, basss granted cracker isnt that bad because when you say that to a white person your saying their one of the slave
YES, hope you guys do get attacked for suppoing sopa bunch of diy snake faggots
YES,brown daddy amp xavier you bitch
YES, you egg spam bitch
YES,lovesbiebs go pray in a church or something fag no one cares about your religious bullshit
YES,ream i want to eat your pussy 
YES,music   that band is white trash and only white trash would buy that album
YES, neither does your fucking cat pussy
YES,locx lmao real shit though them bitches be dumb as fuck smh
YES, hoe told me she was gonna chop my dick off  she was from baltimore
YES, i watched the st season bc i wanted to see the diff sides of elijah not to see a thristy hoe who uses walgreens hair dye
NO, she was always a pathetic mutt desperately seeking attention amp a purpose no matter what jp writes that will never change
YES,  man get yo bitch ass out my mf mentions man with all tht bs u trippin
YES, bitch fck all lay wat you wanna do
YES, fight or nah dumb bitch 
YES, ight bitch ima see u
YES, come so you can record him saying hes my bitch
YES, fuck your chicken sandwich ho
YES, julie tell them crybaby blacks to get someone blk and dress them up white facedniggers always whining
NO, jayz and bey they will never bejus trash
YES, screw the little porch monkey
YES, the coon n coon wanna b got what they should have except should have been more time in jail
YES, they are all idiots except kou the rest are just slutty ass bitches
YES, y dont both of those fat bitches die
YES, u should just pull out amp let ferguson fend for themselves it has been a week wasting manpower most r just attention hos
YES, i got that hoe bootlegged haha if you wanna borrow it
YES, biiiiitch that hoe looks perfect haha but iight
YES,kelly some women get in a relationship quick so they wont feel like a hoe for having sex
YES,white get it bc you called yourself a tool i called you a hoe bc hoes are tools hahahaha im so funny
NO, new showthursdays with jinxy broadcast from the moon its made of chunky blue cheese you know
NO, soo what you putting on those crackers gregg
YES, asian pussy
YES,  im on that straight cali kush bitch dont kill my vibe
YES,  bitch i got plans to fuck tonight i said friday nigga
YES,  bitch i make the plans not you pussy fa im in charge follow me or deny me im doin friday and were fighting
YES,  fuck you bruh you didnt show up fucking pussy
YES,  haha ight nig calm yoself
YES,  haha you playin nigga i fuck bitches make money and smoke that straight og kush
YES,  ight this friday nig
YES,  this friday at the c burg mall you gettin whipped like the bitches i fuck
YES, dude fuck you faggot its friday or no go bitch i set the standards you make or break them bitch
YES, fucking block your white ass because you try to sta shit like a fucking queer so fuck you nigga
YES, ight nigga haha fucking queer has to clear his schedule
YES, ight nigga tonight at  c burg mall bitch
YES, roid rage much faggot
YES, why you crying then baby back bitch
YES,ear straight up your hoes can wait 
NO,    goh d anoniemeaso meeting heeft weer pauzenog steeds niet bij hoofdstukhoe haal ik mn id
YES, no that nigga goin to work quit tryin to kill a niggas vibe you broke bitch
YES, yeah so quit being a bitch and edit
YES, get into devil first bitch roasted
YES,alf legit retard
NO,dadon i never really rocked with the white sole i feel ya bro but these my favorite foam of all time 
YES, ive had to do it in multiple classes aint really that rare also dont call your teacher a bitch on twitter
YES, thanks nig
YES, she was a diy bitch always beggin for microwaves and catchup and shit so mufuckas always be like bye falicia
NO,  bc  is trash why would he lie about that i told you hes real
YES,  you actually think hell do that lil bitch cant punch a potato
YES, pcook both of yall pussy boa
NO,  i wonder if the progs didnt relegate young black men to the ghettos to keep them away from harry reids friends
YES,  terrance you wanna be one of my hoes 
YES, can i bitch about not having smoke
YES, fuck your redskins bitch
YES,townracer shit tell that pussy to come out of retirement and show up kareem jackson then he can get respect
YES, not as sick as you muzzie trash     
YES, lick my pussy and ma crack
YES,kitten ill finger ur tight pussy so slowly youll be moaning my name bby
YES,  bitch u perfect
NO, interesting hick
YES, bruh really rocking a toaster on his face lmaoooo he prolly got  bitches too man
YES, you knw where i am pussy i hate when u ask me tht
NO, trash
YES,dillema   vraag t svenhij denkt hoe lichter van kleur hoe beter het morele kompas werkt ik ben kleurenblind 
YES,  i was laughing at a joke about  big different bitch
YES,  they want what i got i want what they got americathey got the word nigger i want it to
YES, sal tryin  pull a k ferderlinelazy ass son of a bitch
NO,   altyd zo geweest hoe vaak men ook zegtdit nooit meerlozewoordenpuntjebijpaaltje veonen z dierngedrag
YES, she walks away what a pussy
NO, ill ask you same question do you suppo border jumpers do you suppo illegals
YES, reggies screezy is that all u can say twat
NO, and plus its trash talk you should know that especially with ole miss
YES,poole i go for the most direct flight then by price over and done with layovers flying is a bitch enough
YES, im jus tryna vaca away from the niggers bro
YES, nd and last time ill ever call you that faggot
YES, smh u so retarded lol
YES,  lol that caitlyn cant carry  retards
YES,  so can we just let this faggot in already before he cries himself to sleep
YES,  whatta you fags doin
YES, ass oreos and his name is thad castle
YES, sion is a faggot very meh ganks pre and post his ganks are still pretty meh hes just a tank nothing special imo mao 
YES, hmu when youre good to go bitch
NO, omg i dont even know where kimlau sq isi would been likelook a bird then ran for the hills lol
YES, bitch why did you not fav or retweet this
NO, lemme guess you wore the hilly hicks sweatsleggings 
YES, wtf hoe answer my question
YES,   your low info redneck dumbasses vote for these corporate shills that idiots like you believe dummies
YES, move out of our country teabaggers
YES,nyrblog hes am has no clue heeb
YES, old with a old wolf pussy that is
YES,bye omfg or the other pics of the tranny lmao
YES, lol fuck these lil bitches aint shit to peep  wassup w you tho
YES, youre a bitch
YES, i hate those creepy ass dolls that call you dada im like bitch i aint yo daddy
YES, lemme find out you twitter beefin with hoes
YES, bitch need crutches
YES, pussy poppin on a headstand while ur eating watermelon
YES, na a young bitch got school 
NO, blessjesus amos  can two walk together unless they are agreed differentlevels
YES, those god damn chinks 
YES, word school flow on a dumb hoe
YES, same here fucking hated that bitch
YES, told you them bitches was mad even g
YES, im tryna have this bitch in out soon
YES, lmao hell yea i love thick bitches amp thick bitches love fat niggas
YES,gotbunns bitch you know you wont this 
NO,tav well he canonically plays the troll equivalent of pokemon throws the new fairy type at him
NO, tonysoprano amen on this tweet  mm rockets from victor charlie leave a lasting impression
YES, i found her right here good job unfollowing me btw faggot 
YES, i couldve swore everyday was jus sayin i had all the hoes like  days ago no im gaywhats next i gotta baby on the way
YES,will naw nigga i got yo bitch tip toeing on my wooden floor 
YES,  and retarded
YES, dammit now im the only one with a fucked up tranny
YES, no send the fucking challenge quit being a pussy
YES, meet me later for a reach around charlie crist
YES, niggerfood niggerperson you are a nigger
YES, cracker
YES, ok wat ever u say whitey u prolly never even seen shaft
YES, shut up lizard faggot nigger cunt
YES, thats very logical because bitches love using my face as a toilet
NO, what about yellow spots
YES, ya i know all the slang im racist i h porch monkies
NO, your pet zebra stripey
YES, bitch shut up and hand me some of those flowers you selling the light is about to change
YES, if the faggots can have a page y cant theyfaggots offend me more than them
YES, im american dont give  shits about the beaners ship them beaners back
NO, looks like any other little porch monkey to me
YES, the little cunt can just die for all i care
YES, y dont that bitch just shoot herself so sick of all those whores
YES, hu hoes be like
YES,    bitch no more on my account
YES,  i have an open mind and that bitch beyonc is crazy
YES,   i was nice to the dumb bitch then she puts her nose all up in my business eat shit white trash hoe
YES,   brush lets just ignore the silly hoe shes pregnant hella hormones tryna fuck with other people
YES, that was so gay and i was tanning bitch juvie made me white
YES,  bitch looks like spongebob
YES,  shelby your pussy is beat up
YES, all of these bitches lying
NO, bout to be in ike a couple hours
YES, drunk bitch used to eat my ass its relaxing
YES, finger my pussy slowly with circular motion
YES, finger my throbbing pussy
YES, finger my wet throbbing pussy slowly as i cum on ur fingers
YES, fuck my throbbing pussy slowly
YES, fuck my wet pussy with ur huge cock
YES, happy cuz i woke up white and not a nigger
YES, hells yeah fuckin sick ass bitch
YES, my pussy is aching for ur follow bae
YES, nigger
YES, only a ratchet bitch would
YES, so does my juicy pussy
NO, i wonder if i have my very own nsa spook following me by now
YES,  nice ears bitch you look like a god damn elephant
YES, im not delivering to that bitch boy anymore
YES, pussy i aint had a coochie since i was  
YES, curry   and you look like hmmm a nigger
YES,  bitches on my dick but look at me im fucking beautiful
YES, i dont fight or want to fight bitches who dont know who the fuck i am fuck i look like doing that nigga please
YES, nah id never ask a guy to ride down on a chick whats the use of getting him in trouble for a trashass bitch
NO,  letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu n emoto ill egg god 
NO, 
YES, 
YES,world icbc bitch bought her son some talking bout i had to get em before they sold out
YES,world lol nigga just walk in that hoe looking for girls dont even wanna buy nothing
YES,world that hoe out now
YES, can you speak one coherent sentence without sounding like a nig seriously
YES, it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao
YES, you fucking pussy
NO,
YES,  every time i beat you im being a faggot maybe im just being better than you lmao
YES,  so many bitches you gon need to change ya name from jebidiah to bitches
YES, nah but i was woh that  character bitch
YES, bruhhh im joking dont pop trunk on me im just a bitch ass niiiieeegggaaa
YES, bitch ass
YES,   chulo  because youre the ratchetest of them all bitch
YES, chulo    you do realize ya pussy stank right
NO, hey u just followed me not long ago gonna nip that in da bud like ur bio tho u know the white devils stole our our
YES,dhuck happy bihday pussy have a good one
YES, scott ahhh stupid bitch
YES, i love seing new ones cause i save them and then youse them bitches lmfao
YES,makepeace i donno who demz iz but ima bout to get white gurll ghetto on there asses when i find out
YES,hea ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat
YES,gotone awe boy you smell like monkey sex
YES,gotone he had the hoes too
NO,gotone you look like flappy bird
YES, he must think you bump pussy i no mind ill eat your thong and make you squi like the geyser
NO, they call me yellow bone
YES, thats not even a real word must have hit a blunt and staed making up shit with your nigger ass lol
YES, bitch we shot a music video
YES,onlybnika them bitches be smackin
YES,rapture more like
YES,  fuck her right in the pussy
YES,  some of them bitches give you more than a virus
YES, id pop dat lemon for some real pussy
YES, id break that little bitches finger
YES, done that spell check we know you meant fat liberal dyke feminist nazi bitches
YES, right in the pussy
YES,  kike your a soft nigga 
NO, whats it say i see bird in it lmao
YES, is my big long lost brother i swear i dont know what id do without this wetback
YES, you a bitch nigga
YES,gregory eyy that pushin one for me bro cause you know that bitch better blow hah
YES,treasure when bitches get inches they be like
YES, so what ur sayin is all i mess wit is hoes shady
YES, v gun game pussy
YES,  fag
NO, guess whos eating cracker b without you
YES, apple tv got the nfl channel on that bitch im pretty sure theyre all on there ive watched a couple 
YES, although i will concede that bitch bought into the funnel bitches to dwight nopedo tho
YES, bitch i got a ring now ho i aint fatherless no more ill fight you
YES, bitch you opulent as fuck refrain from conversing upon matters of the middle class
YES, listen cuntrag whore bitch shit be expensive as fuck man we had to do pr first that one year this year was the wedding so
YES, lyin ass bitch  wil 
YES, you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a twitterhoney
NO, bread in general aint too good for yabut honky bread the worst
YES,thirst i love louis ck quit bein a faggot and suck that dick
YES,thirst i was gonna hold my tongue until i could get into another team but i couldnt do it anymore theyre fuckin retarded
YES,thirst shins a faggot im glad your chipped him
YES,thirst randies are fags
YES,aasshole   so you gon call me a nigger because of that fuck wrong with you
YES, just fuckin roasted this faggot
YES, son we the sammich family out this bitch she know joey love sammiches
YES, shit aint gon be funny when you need me to get you outta a horrific car crash bitch
YES, youre filled with pimps and hoes well just talk about those i knows 
YES,stackz hell no cause brad still walked away like  yeah i fucked that niggas bitch  
YES,   we should hang out ovenjew have a lot in common people waste time on nigs jews r r problem
YES, they still fucking trash i cant eat those to save my life
NO, quickscoping trash take of the tony hawk setup and play normally thats not what snipers are for
YES, that should read suck on my bacon encrusted middle finger muslim twats
YES, touch muzzie fuckers hope it was set to go full of bacon and pork rinds
YES,tiny  still shouldve walked over and said something pussy
YES, i got u bitch
YES,lady i argue that cersei is neither evil nor a bitch shes greedy desperate to protect her children and to be valued in a world
NO, half jar of marmalade shaved monkey saran wrap mini horse give your best scene askkevin
YES,  give me credit lil bitch
NO,mallymal  all trash to me
NO,mallymal august is trash
YES,gold my fuckin back still hus but it was woh it and im still mad about the hoe incident haha 
YES,gold u think that dream has anything to do with those two dumb bitches in san diego lol
YES,montana leake ant is a pussy man dont make me pull up the pic
YES,montana im a boss ass bitch
YES, lol youve tweeted bitch an excessive amount for you today you ok
YES, yourself faggot buy a dictionary
NO, looks like you took a red marker and colored on your leg
YES, thanks bruh dont ever forget we still on the look out for these faggots  
YES, sounds like there are some major bitches in your area
YES,
YES, 
NO, 
YES, 
NO, dink now uknow thats not true
YES,     lmao this nigguh
YES, ill try tomorrow   gonna try and eliminate the word bitch out of my vocabulary i need to sta bettering myself
YES,  catsrule shes a right twat id tell you honestly sky honestly 
YES,man make me white trash cousin fucker
YES,man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
YES,man you a fucking wigger so stfu
YES, yeaa black bitches actin like they too good for an average nigga like they just got a credit and pussy
YES,reyes um no that only a fuck you bitch and done xavier will hopefully respect girls bc i am doing it alone and i dont want that
YES, i never said you was a hoe guilty consents ass girl
YES, fag
YES, you better feel the love i dont even show these hoes love lol
YES,xp  lmao denote got a bitch here right now but he love her
YES, i want it to be somewhat of a collage  money jewels caiers etc  jus little shit to let niccas know we still here
YES, a nicca anxious to hear that shit my g
YES, my nicca
YES,   you guys wanna skull fuck some clay birds this weeknd
YES,   butcountry music listeners really are hicks and alcoholics 
YES, big booty hoes
YES, oh you mean noah zimmermans cute ass  i mean he should he talks to his hoes all day everyday  amp his girl couney  sooo
NO, looks prime for some trash pick up
YES,   and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile
YES, leezy got all the bitches
YES, u can just ask him to suck his dick not that hard white trash
YES, niger
YES, shit pic master hoe protecting ass bow tie nigga
YES, kincannon realtony im paial faggothomoboth fairly describes the same sick twisted assholes out there
YES, kincannon realtony naaaaa just popped across my tl so i commented but nice try faggot
YES, teabaggers are anti american hows it feel to hate your country
NO, i dont think they believe in their communities ability to function wout whitey they choose to be hustled by big govt
YES, anderson what do you want fag
YES,  your a fag
YES, do it then pussy
YES, ill fuck you til you love me faggot
YES, shut up you stupid bitch
YES,  at least after nearly two decades of complete trash they put out atysyc to redeem themselves
YES,  these niggas must be deaf whens the last time you heard a roots song on the radio quest dont get bitches
NO, i took it harder when rivera retired im not a yankee fan but i have a lot of love and respect for em especially the core 
NO, my pops is from new york my family is yankee obsessed my sister literally cried when she heard he was gonna
YES, yeah wizards agent zero bitches
NO,cameron or your in the ghetto
YES,  because its hilarious how it makes teabaggers freak out ill do it again too
YES,nohate noindirect whole hoe outchea
YES, i was hangin on them corners late pockets wasnt straight bitch i aint gon make it at this rate dawg know what im sayin
YES,   i would have loved to watch newman bitch slap johnson id pay to see that
YES,  everybody knows that bitches love mullets pantiedropin
YES,  we need to grow mullets together so we can get all the bitches and  can hate on us
YES, also is search of diy white trash hookers for the weekends
YES,dun awww shit lol i want my money too bitch who else i give one to
YES,dun oh you little bitch you you tryna hit the fair tho today or sometime this week shit might be fun drunk
YES,fritzy     bitch better back up katys mine
YES,kwest no cpt commando is a hoe and a cocksucker
YES,kwest when a bitch look his way 
